URL,Artikelnummer,Produktname,Preis Flachkanal,Preis Ventilation,Kurze Beschreibung,Artikelbeschreibung,Bild URL,Manufactor,Meta Title,Meta Beschreibung
https://www.flachkanalmarkt.de/01ATS-104XC-Belimo-Frostwaechter-passiv-Schalter,BE- 202150739,"01ATS-104XC Belimo Frostwächter passiv, Schalter,",78.54,74.61,"Belimo Frostwächter passiv, Schalter,","Belimo Frostwächter passiv, Schalter,
Frostwächter passiv
Kapillare:  3 m
Messbereich:  -10...15 Grad C
Werkseinstellung:  5 Grad C
Ausgang Schaltkontakt:  1 x EPU
                     AC 230 V / 2,5 A
Reset-Version:  manuell    
Schutzart:  IP65
 
 
Fabrikat:  Belimo
Typ:  01ATS-104XC",https://www.flachkanalmarkt.de/media/image/product/46451/lg/202150739_01ats-104xc-belimo-frostwaechter-passiv-schalter.jpg,Belimo,"01ATS-104XC Belimo Frostwächter passiv, Schalter,",
https://www.flachkanalmarkt.de/01ATS-1050B-Belimo-Frostwaechter-passiv-Schalter,BE- 202150740,"01ATS-1050B Belimo Frostwächter passiv, Schalter,",77.89,74.00,"Belimo Frostwächter passiv, Schalter,","Belimo Frostwächter passiv, Schalter,
Frostwächter passiv
Kapillare:  6 m
Messbereich:  -10...15 Grad C
Werkseinstellung:  5 Grad C
Ausgang Schaltkontakt:  1 x EPU
                     AC 230 V / 2,5 A
Reset-Version:  automatisch
Schutzart:  IP65
 
 
Fabrikat:  Belimo
Typ:  01ATS-1050B",https://www.flachkanalmarkt.de/media/image/product/46452/lg/202150740_01ats-1050b-belimo-frostwaechter-passiv-schalter.jpg,Belimo,"01ATS-1050B Belimo Frostwächter passiv, Schalter,",
https://www.flachkanalmarkt.de/01ATS-105XC-Belimo-Frostwaechter-passiv-Schalter,BE- 202150741,"01ATS-105XC Belimo Frostwächter passiv, Schalter,",83.78,79.59,"Belimo Frostwächter passiv, Schalter,","Belimo Frostwächter passiv, Schalter,
Frostwächter passiv
Kapillare:  6 m
Messbereich:  -10...15 Grad C
Werkseinstellung:  5 Grad C
Ausgang Schaltkontakt:  1 x EPU
                     AC 230 V / 2,5 A
Reset-Version:  manuell    
Schutzart:  IP65
 
 
Fabrikat:  Belimo
Typ:  01ATS-105XC",https://www.flachkanalmarkt.de/media/image/product/46453/lg/202150741_01ats-105xc-belimo-frostwaechter-passiv-schalter.jpg,Belimo,"01ATS-105XC Belimo Frostwächter passiv, Schalter,",
https://www.flachkanalmarkt.de/01CT-1AH-Belimo-Kabel-Temperatursensor-passiv,BE- 201733035,"01CT-1AH Belimo Kabel-Temperatursensor passiv",12.79,12.15,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  PT100 
Kabel:  2-polig, 2 m
Sondenlänge:   50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1AH",https://www.flachkanalmarkt.de/media/image/product/26674/lg/201733035_01ct-1ah-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1AH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1ALF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946331,"01CT-1ALF Belimo Kabel-Temperatursensor passiv",20.03,19.03,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  PT100 
Kabel:  2-polig, 2 m
Sondenlänge:  100 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1ALF",https://www.flachkanalmarkt.de/media/image/product/39970/lg/201946331_01ct-1alf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1ALF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1APF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946332,"01CT-1APF Belimo Kabel-Temperatursensor passiv",20.88,19.84,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  PT100 
Kabel:  2-polig, 2 m
Sondenlänge:  200 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1APF",https://www.flachkanalmarkt.de/media/image/product/39971/lg/201946332_01ct-1apf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1APF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1BH-Belimo-Kabel-Temperatursensor-passiv,BE- 201733036,"01CT-1BH Belimo Kabel-Temperatursensor passiv",12.66,12.03,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  PT1000
Kabel:  2-polig, 2 m
Sondenlänge:   50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1BH",https://www.flachkanalmarkt.de/media/image/product/26675/lg/201733036_01ct-1bh-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1BH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1BLF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946333,"01CT-1BLF Belimo Kabel-Temperatursensor passiv",19.64,18.66,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  PT1000
Kabel:  2-polig, 2 m
Sondenlänge:  100 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1BLF",https://www.flachkanalmarkt.de/media/image/product/39972/lg/201946333_01ct-1blf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1BLF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1BPF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946334,"01CT-1BPF Belimo Kabel-Temperatursensor passiv",20.88,19.84,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  PT1000
Kabel:  2-polig, 2 m
Sondenlänge:  200 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1BPF",https://www.flachkanalmarkt.de/media/image/product/39973/lg/201946334_01ct-1bpf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1BPF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1CH-Belimo-Kabel-Temperatursensor-passiv,BE- 201733037,"01CT-1CH Belimo Kabel-Temperatursensor passiv",12.79,12.15,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  Ni1000
Kabel:  2-polig, 2 m
Sondenlänge:   50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optinonal)
 
Fabrikat:  Belimo
Typ:  01CT-1CH",https://www.flachkanalmarkt.de/media/image/product/26676/lg/201733037_01ct-1ch-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1CH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1CLF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946335,"01CT-1CLF Belimo Kabel-Temperatursensor passiv",20.03,19.03,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  Ni1000
Kabel:  2-polig, 2 m
Sondenlänge:  100 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optinonal)
 
Fabrikat:  Belimo
Typ:  01CT-1CLF",https://www.flachkanalmarkt.de/media/image/product/39974/lg/201946335_01ct-1clf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1CLF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1CPF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946336,"01CT-1CPF Belimo Kabel-Temperatursensor passiv",20.81,19.77,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  Ni1000
Kabel:  2-polig, 2 m
Sondenlänge:  200 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optinonal)
 
Fabrikat:  Belimo
Typ:  01CT-1CPF",https://www.flachkanalmarkt.de/media/image/product/39975/lg/201946336_01ct-1cpf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1CPF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1DH-Belimo-Kabel-Temperatursensor-passiv,BE- 201733038,"01CT-1DH Belimo Kabel-Temperatursensor passiv",15.73,14.94,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  Ni1000TK5000
Kabel:  2-polig, 2 m
Sondenlänge:   50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1DH",https://www.flachkanalmarkt.de/media/image/product/26677/lg/201733038_01ct-1dh-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1DH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1DLF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946337,"01CT-1DLF Belimo Kabel-Temperatursensor passiv",23.1,21.95,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  Ni1000TK5000
Kabel:  2-polig, 2 m
Sondenlänge:  100 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1DLF",https://www.flachkanalmarkt.de/media/image/product/39976/lg/201946337_01ct-1dlf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1DLF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1DPF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946338,"01CT-1DPF Belimo Kabel-Temperatursensor passiv",23.69,22.51,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  Ni1000TK5000
Kabel:  2-polig, 2 m
Sondenlänge:  200 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1DPF",https://www.flachkanalmarkt.de/media/image/product/39977/lg/201946338_01ct-1dpf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1DPF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1FH-Belimo-Kabel-Temperatursensor-passiv,BE- 202150742,"01CT-1FH Belimo Kabel-Temperatursensor passiv",11.58,11.00,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC1k8
Kabel:  2-polig, 2 m
Sondenlänge:  50  mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1FH",https://www.flachkanalmarkt.de/media/image/product/46454/lg/202150742_01ct-1fh-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1FH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1LH-Belimo-Kabel-Temperatursensor-passiv,BE- 201733039,"01CT-1LH Belimo Kabel-Temperatursensor passiv",10.66,10.13,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC10k (10k2)
Kabel:  2-polig, 2 m
Sondenlänge:   50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1LH",https://www.flachkanalmarkt.de/media/image/product/26678/lg/201733039_01ct-1lh-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1LH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1LLF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946339,"01CT-1LLF Belimo Kabel-Temperatursensor passiv",17.93,17.03,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC10k (10k2)
Kabel:  2-polig, 2 m
Sondenlänge:  100 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1LLF",https://www.flachkanalmarkt.de/media/image/product/39978/lg/201946339_01ct-1llf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1LLF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1LPF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946340,"01CT-1LPF Belimo Kabel-Temperatursensor passiv",18.59,17.66,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC10k (10k2)
Kabel:  2-polig, 2 m
Sondenlänge:  200 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1LPF",https://www.flachkanalmarkt.de/media/image/product/39979/lg/201946340_01ct-1lpf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1LPF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1NH5-Belimo-Kabel-Temperatursensor-passiv,BE- 202262074,"01CT-1NH5 Belimo Kabel-Temperatursensor passiv",15.18,14.42,"Belimo Kabel-Temperatursensor passiv","Kabel-Temperatursensor passiv
Sensortyp:  NTC10k Carel
Kabel:  2-polig, 6 m
Sondenlänge:  50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
Montageflansch A-22D-A.. (optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1NH5",https://www.flachkanalmarkt.de/media/image/product/57783/lg/202262074_01ct-1nh5-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1NH5 Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1QH-Belimo-Kabel-Temperatursensor-passiv,BE- 201946341,"01CT-1QH Belimo Kabel-Temperatursensor passiv",11.58,11.00,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC20k
Kabel:  2-polig, 2 m
Sondenlänge:   50 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Ohne Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1QH",https://www.flachkanalmarkt.de/media/image/product/39980/lg/201946341_01ct-1qh-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1QH Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1QLF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946342,"01CT-1QLF Belimo Kabel-Temperatursensor passiv",18.72,17.78,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC20k
Kabel:  2-polig, 2 m
Sondenlänge:  100 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1QLF",https://www.flachkanalmarkt.de/media/image/product/39981/lg/201946342_01ct-1qlf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1QLF Belimo Kabel-Temperatursensor passiv",
https://www.flachkanalmarkt.de/01CT-1QPF-Belimo-Kabel-Temperatursensor-passiv,BE- 201946343,"01CT-1QPF Belimo Kabel-Temperatursensor passiv",19.44,18.47,"Belimo Kabel-Temperatursensor passiv","Belimo Kabel-Temperatursensor passiv
Kabel-Temperatursensor passiv
Sensortyp:  NTC20k
Kabel:  2-polig, 2 m
Sondenlänge:  200 mm
Sondendurchmesser:  6 mm
Schutzart:  NEMA 4X / IP67
Mit  Montageflansch
(Montageflansch A-22D-A.. optional)
Tauchhülse A-22P-A.. (optional)
 
Fabrikat:  Belimo
Typ:  01CT-1QPF",https://www.flachkanalmarkt.de/media/image/product/39982/lg/201946343_01ct-1qpf-belimo-kabel-temperatursensor-passiv.jpg,Belimo,"01CT-1QPF Belimo Kabel-Temperatursensor passiv",
